<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GheymatVazniAr,d,20131210,000000,43237.6,43237.6,43237.6,43237.6,1071337002
GheymatVazniAr,d,20131211,000000,43514.1,43514.1,43514.1,43514.1,1174078460
GheymatVazniAr,d,20131214,000000,43101.5,43101.5,43101.5,43101.5,1137113073
GheymatVazniAr,d,20131215,000000,43772,43772,43772,43772,1234494113
GheymatVazniAr,d,20131216,000000,44319.6,44319.6,44319.6,44319.6,1417579962
GheymatVazniAr,d,20131217,000000,44084.8,44084.8,44084.8,44084.8,1295866985
GheymatVazniAr,d,20131218,000000,44125.3,44125.3,44125.3,44125.3,1395104678
GheymatVazniAr,d,20131221,000000,43737.2,43737.2,43737.2,43737.2,1416167940
GheymatVazniAr,d,20131222,000000,43766.8,43766.8,43766.8,43766.8,2121059994
GheymatVazniAr,d,20131224,000000,44318.4,44318.4,44318.4,44318.4,1463656237
GheymatVazniAr,d,20131225,000000,44358,44358,44358,44358,1509435229
GheymatVazniAr,d,20131228,000000,44107.1,44107.1,44107.1,44107.1,884684862
GheymatVazniAr,d,20131229,000000,43972.3,43972.3,43972.3,43972.3,863217068
GheymatVazniAr,d,20131230,000000,43896,43896,43896,43896,1132767664
GheymatVazniAr,d,20140101,000000,44329.1,44329.1,44329.1,44329.1,978839578
GheymatVazniAr,d,20140104,000000,44636.7,44636.7,44636.7,44636.7,1000648161
GheymatVazniAr,d,20140105,000000,44924.2,44924.2,44924.2,44924.2,1011588612
GheymatVazniAr,d,20140106,000000,44851.9,44851.9,44851.9,44851.9,1062221498
GheymatVazniAr,d,20140107,000000,44547.3,44547.3,44547.3,44547.3,939668077
GheymatVazniAr,d,20140108,000000,44206.2,44206.2,44206.2,44206.2,1056775189
GheymatVazniAr,d,20140111,000000,44067.3,44067.3,44067.3,44067.3,719958306
GheymatVazniAr,d,20140112,000000,42868.5,42868.5,42868.5,42868.5,798358518
GheymatVazniAr,d,20140113,000000,43721.8,43721.8,43721.8,43721.8,867287879
GheymatVazniAr,d,20140114,000000,43714.5,43714.5,43714.5,43714.5,1355929744
GheymatVazniAr,d,20140115,000000,43007.6,43007.6,43007.6,43007.6,583647076
GheymatVazniAr,d,20140118,000000,42644.3,42644.3,42644.3,42644.3,946980990
GheymatVazniAr,d,20140120,000000,41974.6,41974.6,41974.6,41974.6,717261066
GheymatVazniAr,d,20140121,000000,41779,41779,41779,41779,538030269
GheymatVazniAr,d,20140122,000000,41164.9,41164.9,41164.9,41164.9,489562542
GheymatVazniAr,d,20140126,000000,41103.8,41103.8,41103.8,41103.8,382214046
GheymatVazniAr,d,20140127,000000,40572.2,40572.2,40572.2,40572.2,505562056
GheymatVazniAr,d,20140128,000000,40834.9,40834.9,40834.9,40834.9,838175017
GheymatVazniAr,d,20140129,000000,41411.5,41411.5,41411.5,41411.5,732257568
GheymatVazniAr,d,20140201,000000,42093.7,42093.7,42093.7,42093.7,687990058
GheymatVazniAr,d,20140202,000000,41815.3,41815.3,41815.3,41815.3,706328839
GheymatVazniAr,d,20140203,000000,41594.3,41594.3,41594.3,41594.3,548131494
GheymatVazniAr,d,20140204,000000,41596.5,41596.5,41596.5,41596.5,470227991
GheymatVazniAr,d,20140205,000000,41118.6,41118.6,41118.6,41118.6,326943161
GheymatVazniAr,d,20140208,000000,40545.6,40545.6,40545.6,40545.6,298845556
GheymatVazniAr,d,20140209,000000,40486.5,40486.5,40486.5,40486.5,1132781409
GheymatVazniAr,d,20140210,000000,40132.4,40132.4,40132.4,40132.4,954451467
GheymatVazniAr,d,20140212,000000,39581.2,39581.2,39581.2,39581.2,199978185
GheymatVazniAr,d,20140215,000000,39589.4,39589.4,39589.4,39589.4,216257902
GheymatVazniAr,d,20140216,000000,39894.5,39894.5,39894.5,39894.5,341488860
GheymatVazniAr,d,20140217,000000,40307.9,40307.9,40307.9,40307.9,514301583
GheymatVazniAr,d,20140218,000000,40223.2,40223.2,40223.2,40223.2,290844988
GheymatVazniAr,d,20140219,000000,40499,40499,40499,40499,342045409
GheymatVazniAr,d,20140222,000000,40663.9,40663.9,40663.9,40663.9,281225124
GheymatVazniAr,d,20140223,000000,40642.4,40642.4,40642.4,40642.4,289664719
GheymatVazniAr,d,20140224,000000,40425.6,40425.6,40425.6,40425.6,189005834
GheymatVazniAr,d,20140225,000000,40037.4,40037.4,40037.4,40037.4,218418065
GheymatVazniAr,d,20140226,000000,39869.8,39869.8,39869.8,39869.8,323331165
GheymatVazniAr,d,20140301,000000,40011.8,40011.8,40011.8,40011.8,392070508
GheymatVazniAr,d,20140302,000000,39751.3,39751.3,39751.3,39751.3,223783993
GheymatVazniAr,d,20140303,000000,39043.9,39043.9,39043.9,39043.9,302791899
GheymatVazniAr,d,20140304,000000,38821.7,38821.7,38821.7,38821.7,307691676
GheymatVazniAr,d,20140305,000000,39003,39003,39003,39003,763761951
GheymatVazniAr,d,20140308,000000,38885.3,38885.3,38885.3,38885.3,398174991
GheymatVazniAr,d,20140309,000000,38530,38530,38530,38530,532306975
GheymatVazniAr,d,20140310,000000,38382.5,38382.5,38382.5,38382.5,572985827
GheymatVazniAr,d,20140311,000000,38064.9,38064.9,38064.9,38064.9,376374487
GheymatVazniAr,d,20140312,000000,38065.9,38065.9,38065.9,38065.9,734246963
GheymatVazniAr,d,20140315,000000,38351.1,38351.1,38351.1,38351.1,690274433
GheymatVazniAr,d,20140316,000000,38508.6,38508.6,38508.6,38508.6,1441285529
GheymatVazniAr,d,20140317,000000,38807.1,38807.1,38807.1,38807.1,1111852769
GheymatVazniAr,d,20140318,000000,39072.5,39072.5,39072.5,39072.5,1144223839
GheymatVazniAr,d,20140319,000000,39095.8,39095.8,39095.8,39095.8,666290358
GheymatVazniAr,d,20140325,000000,39094.5,39094.5,39094.5,39094.5,371722722
GheymatVazniAr,d,20140326,000000,38899.2,38899.2,38899.2,38899.2,233537203
GheymatVazniAr,d,20140329,000000,38711.3,38711.3,38711.3,38711.3,248278118
GheymatVazniAr,d,20140330,000000,38825.3,38825.3,38825.3,38825.3,224539689
GheymatVazniAr,d,20140331,000000,38959.8,38959.8,38959.8,38959.8,382819019
GheymatVazniAr,d,20140405,000000,38864.2,38864.2,38864.2,38864.2,309473025
GheymatVazniAr,d,20140406,000000,38412.5,38412.5,38412.5,38412.5,454097815
GheymatVazniAr,d,20140407,000000,38306,38306,38306,38306,347671359
GheymatVazniAr,d,20140408,000000,38503,38503,38503,38503,512829738
GheymatVazniAr,d,20140409,000000,38302.1,38302.1,38302.1,38302.1,732296306
GheymatVazniAr,d,20140412,000000,37846.1,37846.1,37846.1,37846.1,381037358
GheymatVazniAr,d,20140413,000000,37064.1,37064.1,37064.1,37064.1,743941299
GheymatVazniAr,d,20140414,000000,36581.3,36581.3,36581.3,36581.3,339575707
GheymatVazniAr,d,20140415,000000,36518.4,36518.4,36518.4,36518.4,457084428
GheymatVazniAr,d,20140416,000000,36672.5,36672.5,36672.5,36672.5,322736026
GheymatVazniAr,d,20140419,000000,36405,36405,36405,36405,179240492
GheymatVazniAr,d,20140420,000000,36663.3,36663.3,36663.3,36663.3,297866318
GheymatVazniAr,d,20140421,000000,36869.7,36869.7,36869.7,36869.7,453219085
GheymatVazniAr,d,20140422,000000,37213.4,37213.4,37213.4,37213.4,506388500
GheymatVazniAr,d,20140423,000000,37334.3,37334.3,37334.3,37334.3,475620290
GheymatVazniAr,d,20140426,000000,38033.7,38033.7,38033.7,38033.7,423161808
GheymatVazniAr,d,20140427,000000,38289,38289,38289,38289,878869230
GheymatVazniAr,d,20140428,000000,38390.9,38390.9,38390.9,38390.9,646518269
GheymatVazniAr,d,20140429,000000,38400.8,38400.8,38400.8,38400.8,563630451
GheymatVazniAr,d,20140430,000000,38405,38405,38405,38405,636510272
GheymatVazniAr,d,20140503,000000,38260.3,38260.3,38260.3,38260.3,472815476
GheymatVazniAr,d,20140504,000000,38079.2,38079.2,38079.2,38079.2,420567808
GheymatVazniAr,d,20140505,000000,38168.6,38168.6,38168.6,38168.6,544298049
GheymatVazniAr,d,20140506,000000,38137.1,38137.1,38137.1,38137.1,785956306
GheymatVazniAr,d,20140507,000000,38155.4,38155.4,38155.4,38155.4,587236976
GheymatVazniAr,d,20140510,000000,37993.4,37993.4,37993.4,37993.4,454090141
GheymatVazniAr,d,20140511,000000,37896.5,37896.5,37896.5,37896.5,480969235
GheymatVazniAr,d,20140512,000000,37814.4,37814.4,37814.4,37814.4,528712548
GheymatVazniAr,d,20140514,000000,37816.2,37816.2,37816.2,37816.2,638422177
GheymatVazniAr,d,20140517,000000,37460.4,37460.4,37460.4,37460.4,540669574
GheymatVazniAr,d,20140518,000000,37498.2,37498.2,37498.2,37498.2,739007521
GheymatVazniAr,d,20140519,000000,37135.3,37135.3,37135.3,37135.3,999884761
GheymatVazniAr,d,20140520,000000,37171.3,37171.3,37171.3,37171.3,656728181
GheymatVazniAr,d,20140521,000000,36996.9,36996.9,36996.9,36996.9,1124335786
GheymatVazniAr,d,20140524,000000,36954.8,36954.8,36954.8,36954.8,600447668
GheymatVazniAr,d,20140525,000000,36801.6,36801.6,36801.6,36801.6,414917159
GheymatVazniAr,d,20140526,000000,36708.2,36708.2,36708.2,36708.2,557514808
GheymatVazniAr,d,20140528,000000,36635,36635,36635,36635,551956344
GheymatVazniAr,d,20140531,000000,36447.1,36447.1,36447.1,36447.1,537174520
GheymatVazniAr,d,20140601,000000,35842.2,35842.2,35842.2,35842.2,611768214
GheymatVazniAr,d,20140602,000000,35934.8,35934.8,35934.8,35934.8,672212555
GheymatVazniAr,d,20140603,000000,36076.5,36076.5,36076.5,36076.5,285170436
GheymatVazniAr,d,20140607,000000,36167.1,36167.1,36167.1,36167.1,307928493
GheymatVazniAr,d,20140608,000000,36172.1,36172.1,36172.1,36172.1,286293586
GheymatVazniAr,d,20140609,000000,35991.7,35991.7,35991.7,35991.7,322876682
GheymatVazniAr,d,20140610,000000,35794.9,35794.9,35794.9,35794.9,744838904
GheymatVazniAr,d,20140611,000000,35633.5,35633.5,35633.5,35633.5,633192423
GheymatVazniAr,d,20140614,000000,35139.9,35139.9,35139.9,35139.9,249226201
GheymatVazniAr,d,20140615,000000,34717.6,34717.6,34717.6,34717.6,486887049
GheymatVazniAr,d,20140616,000000,34772,34772,34772,34772,255994506
GheymatVazniAr,d,20140617,000000,34715.3,34715.3,34715.3,34715.3,214925421
GheymatVazniAr,d,20140618,000000,34827.6,34827.6,34827.6,34827.6,287001086
GheymatVazniAr,d,20140621,000000,34851.2,34851.2,34851.2,34851.2,225363345
GheymatVazniAr,d,20140622,000000,34737.5,34737.5,34737.5,34737.5,241118896
GheymatVazniAr,d,20140623,000000,34551.8,34551.8,34551.8,34551.8,282098113
GheymatVazniAr,d,20140624,000000,34456,34456,34456,34456,267302693
GheymatVazniAr,d,20140625,000000,34404.8,34404.8,34404.8,34404.8,284462892
GheymatVazniAr,d,20140628,000000,33980.6,33980.6,33980.6,33980.6,239883971
GheymatVazniAr,d,20140629,000000,33649.8,33649.8,33649.8,33649.8,261786379
GheymatVazniAr,d,20140630,000000,33350.9,33350.9,33350.9,33350.9,220745874
GheymatVazniAr,d,20140701,000000,33380.9,33380.9,33380.9,33380.9,254190099
GheymatVazniAr,d,20140702,000000,33595.6,33595.6,33595.6,33595.6,235793839
GheymatVazniAr,d,20140705,000000,34205.3,34205.3,34205.3,34205.3,279730637
GheymatVazniAr,d,20140706,000000,34091.3,34091.3,34091.3,34091.3,531084780
GheymatVazniAr,d,20140707,000000,34032.7,34032.7,34032.7,34032.7,385313597
GheymatVazniAr,d,20140708,000000,34551.5,34551.5,34551.5,34551.5,495158083
GheymatVazniAr,d,20140709,000000,34726.5,34726.5,34726.5,34726.5,714913057
GheymatVazniAr,d,20140712,000000,34793.1,34793.1,34793.1,34793.1,441059052
GheymatVazniAr,d,20140713,000000,34556.8,34556.8,34556.8,34556.8,453609980
GheymatVazniAr,d,20140714,000000,34472.7,34472.7,34472.7,34472.7,393154020
GheymatVazniAr,d,20140715,000000,34508,34508,34508,34508,424127495
GheymatVazniAr,d,20140716,000000,34519.7,34519.7,34519.7,34519.7,530604401
GheymatVazniAr,d,20140720,000000,34153.3,34153.3,34153.3,34153.3,492398777
GheymatVazniAr,d,20140721,000000,33994.1,33994.1,33994.1,33994.1,280630283
GheymatVazniAr,d,20140722,000000,34126.3,34126.3,34126.3,34126.3,384736531
GheymatVazniAr,d,20140723,000000,34264.8,34264.8,34264.8,34264.8,419251661
GheymatVazniAr,d,20140726,000000,34161.1,34161.1,34161.1,34161.1,336023444
GheymatVazniAr,d,20140727,000000,34163.6,34163.6,34163.6,34163.6,384158541
GheymatVazniAr,d,20140728,000000,34231.5,34231.5,34231.5,34231.5,354811517
GheymatVazniAr,d,20140802,000000,34160.2,34160.2,34160.2,34160.2,346038923
GheymatVazniAr,d,20140803,000000,34063.5,34063.5,34063.5,34063.5,412953579
GheymatVazniAr,d,20140804,000000,33945.1,33945.1,33945.1,33945.1,382904131
GheymatVazniAr,d,20140805,000000,33940.1,33940.1,33940.1,33940.1,372491067
GheymatVazniAr,d,20140806,000000,33816.2,33816.2,33816.2,33816.2,305090271
GheymatVazniAr,d,20140809,000000,33718.8,33718.8,33718.8,33718.8,292448298
GheymatVazniAr,d,20140810,000000,33718.4,33718.4,33718.4,33718.4,362236497
GheymatVazniAr,d,20140811,000000,33786,33786,33786,33786,492791257
GheymatVazniAr,d,20140812,000000,33744,33744,33744,33744,368286535
GheymatVazniAr,d,20140813,000000,33702.3,33702.3,33702.3,33702.3,316520227
GheymatVazniAr,d,20140816,000000,33561.3,33561.3,33561.3,33561.3,355261463
GheymatVazniAr,d,20140817,000000,33515.8,33515.8,33515.8,33515.8,364625535
GheymatVazniAr,d,20140818,000000,33495.1,33495.1,33495.1,33495.1,347795601
GheymatVazniAr,d,20140819,000000,33245.5,33245.5,33245.5,33245.5,562297661
GheymatVazniAr,d,20140820,000000,33246.6,33246.6,33246.6,33246.6,364778059
GheymatVazniAr,d,20140823,000000,33229.8,33229.8,33229.8,33229.8,333309712
GheymatVazniAr,d,20140824,000000,33078.1,33078.1,33078.1,33078.1,326312450
GheymatVazniAr,d,20140825,000000,33064.6,33064.6,33064.6,33064.6,377382236
GheymatVazniAr,d,20140826,000000,33082.7,33082.7,33082.7,33082.7,373806647
GheymatVazniAr,d,20140827,000000,32979.7,32979.7,32979.7,32979.7,470627945
GheymatVazniAr,d,20140830,000000,32813.1,32813.1,32813.1,32813.1,328085979
GheymatVazniAr,d,20140831,000000,32739.7,32739.7,32739.7,32739.7,278163506
GheymatVazniAr,d,20140901,000000,32542.5,32542.5,32542.5,32542.5,365945386
GheymatVazniAr,d,20140902,000000,32494.2,32494.2,32494.2,32494.2,288415656
GheymatVazniAr,d,20140903,000000,32444,32444,32444,32444,292768445
GheymatVazniAr,d,20140906,000000,32309.2,32309.2,32309.2,32309.2,302152047
GheymatVazniAr,d,20140907,000000,32238.4,32238.4,32238.4,32238.4,276835693
GheymatVazniAr,d,20140908,000000,32305.7,32305.7,32305.7,32305.7,327142507
GheymatVazniAr,d,20140909,000000,32358.2,32358.2,32358.2,32358.2,365875437
GheymatVazniAr,d,20140910,000000,32356.4,32356.4,32356.4,32356.4,360322873
GheymatVazniAr,d,20140913,000000,32158.6,32158.6,32158.6,32158.6,302576742
GheymatVazniAr,d,20140914,000000,32114,32114,32114,32114,276657810
GheymatVazniAr,d,20140915,000000,32106.2,32106.2,32106.2,32106.2,371964909
GheymatVazniAr,d,20140916,000000,32108.6,32108.6,32108.6,32108.6,315439037
GheymatVazniAr,d,20140917,000000,32124.1,32124.1,32124.1,32124.1,272857964
GheymatVazniAr,d,20140920,000000,32124.3,32124.3,32124.3,32124.3,185144146
GheymatVazniAr,d,20140921,000000,31967.7,31967.7,31967.7,31967.7,341013914
GheymatVazniAr,d,20140922,000000,32008,32008,32008,32008,362551948
GheymatVazniAr,d,20140923,000000,32025.9,32025.9,32025.9,32025.9,241123379
GheymatVazniAr,d,20140924,000000,32053,32053,32053,32053,280038566
GheymatVazniAr,d,20140927,000000,32015.3,32015.3,32015.3,32015.3,305223922
GheymatVazniAr,d,20140928,000000,31989.2,31989.2,31989.2,31989.2,316535890
GheymatVazniAr,d,20140929,000000,32003,32003,32003,32003,286761753
GheymatVazniAr,d,20140930,000000,31998.2,31998.2,31998.2,31998.2,306141111
GheymatVazniAr,d,20141001,000000,31987.3,31987.3,31987.3,31987.3,302768498
GheymatVazniAr,d,20141004,000000,32000.5,32000.5,32000.5,32000.5,231392673
GheymatVazniAr,d,20141006,000000,32067.5,32067.5,32067.5,32067.5,376195675
GheymatVazniAr,d,20141007,000000,32022.4,32022.4,32022.4,32022.4,384089062
GheymatVazniAr,d,20141008,000000,32051.3,32051.3,32051.3,32051.3,410288834
GheymatVazniAr,d,20141011,000000,32044,32044,32044,32044,372350318
GheymatVazniAr,d,20141012,000000,32052.6,32052.6,32052.6,32052.6,302314382
GheymatVazniAr,d,20141014,000000,32098,32098,32098,32098,507145860
GheymatVazniAr,d,20141015,000000,32134.6,32134.6,32134.6,32134.6,477171021
GheymatVazniAr,d,20141018,000000,32151.1,32151.1,32151.1,32151.1,352880084
GheymatVazniAr,d,20141019,000000,32024.5,32024.5,32024.5,32024.5,530987717
GheymatVazniAr,d,20141020,000000,32569.9,32569.9,32569.9,32569.9,836764218
GheymatVazniAr,d,20141021,000000,32817.4,32817.4,32817.4,32817.4,984621349
GheymatVazniAr,d,20141022,000000,32822.4,32822.4,32822.4,32822.4,943707174
GheymatVazniAr,d,20141025,000000,32831,32831,32831,32831,592634587
GheymatVazniAr,d,20141026,000000,32736.5,32736.5,32736.5,32736.5,505599912
GheymatVazniAr,d,20141027,000000,32744.1,32744.1,32744.1,32744.1,618036061
GheymatVazniAr,d,20141028,000000,32747.5,32747.5,32747.5,32747.5,498102896
GheymatVazniAr,d,20141101,000000,33218.6,33218.6,33218.6,33218.6,1054097091
GheymatVazniAr,d,20141102,000000,33369.4,33369.4,33369.4,33369.4,1483276530
GheymatVazniAr,d,20141105,000000,33722.8,33722.8,33722.8,33722.8,1110867491
GheymatVazniAr,d,20141108,000000,33835.2,33835.2,33835.2,33835.2,1125548952
GheymatVazniAr,d,20141109,000000,33894.1,33894.1,33894.1,33894.1,845137815
GheymatVazniAr,d,20141110,000000,33897.2,33897.2,33897.2,33897.2,889442654
GheymatVazniAr,d,20141111,000000,33962.4,33962.4,33962.4,33962.4,940802172
GheymatVazniAr,d,20141112,000000,33909.5,33909.5,33909.5,33909.5,929971480
GheymatVazniAr,d,20141115,000000,33623.5,33623.5,33623.5,33623.5,943220683
GheymatVazniAr,d,20141116,000000,33616.3,33616.3,33616.3,33616.3,1014254286
GheymatVazniAr,d,20141117,000000,33631.9,33631.9,33631.9,33631.9,728341619
GheymatVazniAr,d,20141118,000000,33381.3,33381.3,33381.3,33381.3,642626295
GheymatVazniAr,d,20141119,000000,33304.5,33304.5,33304.5,33304.5,930638527
GheymatVazniAr,d,20141122,000000,33166.3,33166.3,33166.3,33166.3,1212443538
GheymatVazniAr,d,20141123,000000,33319.8,33319.8,33319.8,33319.8,1091603091
GheymatVazniAr,d,20141124,000000,33567.6,33567.6,33567.6,33567.6,1468081079
GheymatVazniAr,d,20141125,000000,33034.3,33034.3,33034.3,33034.3,417948729
GheymatVazniAr,d,20141126,000000,32740.4,32740.4,32740.4,32740.4,1294881028
GheymatVazniAr,d,20141129,000000,32368.1,32368.1,32368.1,32368.1,1387207624
GheymatVazniAr,d,20141130,000000,31901.3,31901.3,31901.3,31901.3,505797313
GheymatVazniAr,d,20141201,000000,31871.7,31871.7,31871.7,31871.7,968031165
GheymatVazniAr,d,20141202,000000,31931.4,31931.4,31931.4,31931.4,562550388
GheymatVazniAr,d,20141203,000000,31755.6,31755.6,31755.6,31755.6,645514064
GheymatVazniAr,d,20141206,000000,31690.1,31690.1,31690.1,31690.1,551920139
GheymatVazniAr,d,20141207,000000,31448.6,31448.6,31448.6,31448.6,460501886
GheymatVazniAr,d,20141208,000000,31538.4,31538.4,31538.4,31538.4,594562437
GheymatVazniAr,d,20141209,000000,31541.1,31541.1,31541.1,31541.1,494643120
GheymatVazniAr,d,20141210,000000,31390.9,31390.9,31390.9,31390.9,441277147
GheymatVazniAr,d,20141214,000000,31059.9,31059.9,31059.9,31059.9,499567710
GheymatVazniAr,d,20141215,000000,30729.4,30729.4,30729.4,30729.4,644141684
GheymatVazniAr,d,20141216,000000,30757.8,30757.8,30757.8,30757.8,469240028
GheymatVazniAr,d,20141217,000000,30708,30708,30708,30708,311137106
GheymatVazniAr,d,20141220,000000,30720.6,30720.6,30720.6,30720.6,621871086
GheymatVazniAr,d,20141222,000000,30962.7,30962.7,30962.7,30962.7,528723743
GheymatVazniAr,d,20141224,000000,30989,30989,30989,30989,331464200
GheymatVazniAr,d,20141227,000000,30790.5,30790.5,30790.5,30790.5,296120326
GheymatVazniAr,d,20141228,000000,30756.1,30756.1,30756.1,30756.1,328348457
GheymatVazniAr,d,20141229,000000,30667.4,30667.4,30667.4,30667.4,471358221
GheymatVazniAr,d,20141230,000000,30591.5,30591.5,30591.5,30591.5,272938304
GheymatVazniAr,d,20141231,000000,30466.7,30466.7,30466.7,30466.7,471743616
GheymatVazniAr,d,20150103,000000,30403.7,30403.7,30403.7,30403.7,265625993
GheymatVazniAr,d,20150104,000000,30324.6,30324.6,30324.6,30324.6,243484087
GheymatVazniAr,d,20150105,000000,30140.2,30140.2,30140.2,30140.2,376839673
GheymatVazniAr,d,20150106,000000,29802.9,29802.9,29802.9,29802.9,553370954
GheymatVazniAr,d,20150107,000000,29549.7,29549.7,29549.7,29549.7,426484284
GheymatVazniAr,d,20150110,000000,29239.3,29239.3,29239.3,29239.3,412140842
GheymatVazniAr,d,20150111,000000,28936.2,28936.2,28936.2,28936.2,495663897
GheymatVazniAr,d,20150112,000000,29039.9,29039.9,29039.9,29039.9,339070234
GheymatVazniAr,d,20150113,000000,29000.2,29000.2,29000.2,29000.2,476054943
GheymatVazniAr,d,20150114,000000,29005.2,29005.2,29005.2,29005.2,369207732
GheymatVazniAr,d,20150117,000000,29146.7,29146.7,29146.7,29146.7,296222700
GheymatVazniAr,d,20150118,000000,29164.6,29164.6,29164.6,29164.6,304452525
GheymatVazniAr,d,20150119,000000,28951.7,28951.7,28951.7,28951.7,357966425
GheymatVazniAr,d,20150120,000000,28611.8,28611.8,28611.8,28611.8,248874830
GheymatVazniAr,d,20150121,000000,28378.2,28378.2,28378.2,28378.2,318977968
GheymatVazniAr,d,20150124,000000,28362.2,28362.2,28362.2,28362.2,280773391
