<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GheymatVazniAr,d,20120801,000000,13955.3,13955.3,13955.3,13955.3,133640681
GheymatVazniAr,d,20120804,000000,13833.5,13833.5,13833.5,13833.5,109433075
GheymatVazniAr,d,20120805,000000,13705.9,13705.9,13705.9,13705.9,136943490
GheymatVazniAr,d,20120806,000000,13644.8,13644.8,13644.8,13644.8,360145925
GheymatVazniAr,d,20120807,000000,13561.9,13561.9,13561.9,13561.9,247717730
GheymatVazniAr,d,20120808,000000,13523.4,13523.4,13523.4,13523.4,203377588
GheymatVazniAr,d,20120811,000000,13619.5,13619.5,13619.5,13619.5,79057270
GheymatVazniAr,d,20120812,000000,13657.6,13657.6,13657.6,13657.6,167817942
GheymatVazniAr,d,20120813,000000,13672.3,13672.3,13672.3,13672.3,115292165
GheymatVazniAr,d,20120814,000000,13701.7,13701.7,13701.7,13701.7,83915039
GheymatVazniAr,d,20120815,000000,13714.2,13714.2,13714.2,13714.2,63873319
GheymatVazniAr,d,20120818,000000,13725.2,13725.2,13725.2,13725.2,51013881
GheymatVazniAr,d,20120819,000000,13725.2,13725.2,13725.2,13725.2,0
GheymatVazniAr,d,20120821,000000,13801.7,13801.7,13801.7,13801.7,66377879
GheymatVazniAr,d,20120822,000000,13835.8,13835.8,13835.8,13835.8,353450407
GheymatVazniAr,d,20120825,000000,13934.6,13934.6,13934.6,13934.6,273985411
GheymatVazniAr,d,20120826,000000,13971.2,13971.2,13971.2,13971.2,205734780
GheymatVazniAr,d,20120827,000000,14006.9,14006.9,14006.9,14006.9,195916958
GheymatVazniAr,d,20120902,000000,14052.9,14052.9,14052.9,14052.9,117839286
GheymatVazniAr,d,20120903,000000,14237.1,14237.1,14237.1,14237.1,194733949
GheymatVazniAr,d,20120904,000000,14423.9,14423.9,14423.9,14423.9,230000619
GheymatVazniAr,d,20120905,000000,14581.1,14581.1,14581.1,14581.1,403831318
GheymatVazniAr,d,20120908,000000,14656.4,14656.4,14656.4,14656.4,263988171
GheymatVazniAr,d,20120909,000000,14527.8,14527.8,14527.8,14527.8,205420136
GheymatVazniAr,d,20120910,000000,14607,14607,14607,14607,224664344
GheymatVazniAr,d,20120911,000000,14694.4,14694.4,14694.4,14694.4,268047830
GheymatVazniAr,d,20120915,000000,14918.7,14918.7,14918.7,14918.7,302752464
GheymatVazniAr,d,20120916,000000,14880.5,14880.5,14880.5,14880.5,251086783
GheymatVazniAr,d,20120917,000000,15024.9,15024.9,15024.9,15024.9,403847272
GheymatVazniAr,d,20120918,000000,15073.6,15073.6,15073.6,15073.6,368688221
GheymatVazniAr,d,20120919,000000,15049.6,15049.6,15049.6,15049.6,635129294
GheymatVazniAr,d,20120922,000000,15255.2,15255.2,15255.2,15255.2,482492372
GheymatVazniAr,d,20120923,000000,15398.1,15398.1,15398.1,15398.1,445592560
GheymatVazniAr,d,20120924,000000,15372.2,15372.2,15372.2,15372.2,262978074
GheymatVazniAr,d,20120925,000000,15576.3,15576.3,15576.3,15576.3,307551238
GheymatVazniAr,d,20120926,000000,15969.4,15969.4,15969.4,15969.4,510516052
GheymatVazniAr,d,20120929,000000,16364.8,16364.8,16364.8,16364.8,375206250
GheymatVazniAr,d,20120930,000000,16579.3,16579.3,16579.3,16579.3,584077650
GheymatVazniAr,d,20121001,000000,16342.1,16342.1,16342.1,16342.1,343004390
GheymatVazniAr,d,20121002,000000,16273.1,16273.1,16273.1,16273.1,394159165
GheymatVazniAr,d,20121003,000000,16518.2,16518.2,16518.2,16518.2,541958977
GheymatVazniAr,d,20121006,000000,16385.1,16385.1,16385.1,16385.1,316092855
GheymatVazniAr,d,20121007,000000,16382.2,16382.2,16382.2,16382.2,269853509
GheymatVazniAr,d,20121008,000000,16470.1,16470.1,16470.1,16470.1,529386019
GheymatVazniAr,d,20121009,000000,16480.6,16480.6,16480.6,16480.6,524455852
GheymatVazniAr,d,20121010,000000,16374.5,16374.5,16374.5,16374.5,181257885
GheymatVazniAr,d,20121013,000000,16210,16210,16210,16210,133655295
GheymatVazniAr,d,20121014,000000,16265.5,16265.5,16265.5,16265.5,247108288
GheymatVazniAr,d,20121015,000000,16444.6,16444.6,16444.6,16444.6,255846128
GheymatVazniAr,d,20121016,000000,16595,16595,16595,16595,338749978
GheymatVazniAr,d,20121017,000000,16736,16736,16736,16736,271804867
GheymatVazniAr,d,20121020,000000,17013.6,17013.6,17013.6,17013.6,320653741
GheymatVazniAr,d,20121021,000000,17134.2,17134.2,17134.2,17134.2,531560620
GheymatVazniAr,d,20121022,000000,17394.4,17394.4,17394.4,17394.4,502248202
GheymatVazniAr,d,20121023,000000,17363.3,17363.3,17363.3,17363.3,298937505
GheymatVazniAr,d,20121024,000000,17439,17439,17439,17439,532425570
GheymatVazniAr,d,20121027,000000,17650.2,17650.2,17650.2,17650.2,425304042
GheymatVazniAr,d,20121028,000000,17672.1,17672.1,17672.1,17672.1,346276126
GheymatVazniAr,d,20121029,000000,17707,17707,17707,17707,352701936
GheymatVazniAr,d,20121030,000000,17768.9,17768.9,17768.9,17768.9,504743767
GheymatVazniAr,d,20121031,000000,17627.5,17627.5,17627.5,17627.5,219499873
GheymatVazniAr,d,20121104,000000,17697.2,17697.2,17697.2,17697.2,222222091
GheymatVazniAr,d,20121105,000000,17427.5,17427.5,17427.5,17427.5,236593960
GheymatVazniAr,d,20121106,000000,17542.7,17542.7,17542.7,17542.7,273716383
GheymatVazniAr,d,20121107,000000,17736.6,17736.6,17736.6,17736.6,281565227
GheymatVazniAr,d,20121110,000000,17697,17697,17697,17697,219881504
GheymatVazniAr,d,20121111,000000,17581.3,17581.3,17581.3,17581.3,299022584
GheymatVazniAr,d,20121112,000000,17560.7,17560.7,17560.7,17560.7,356749440
GheymatVazniAr,d,20121113,000000,17695,17695,17695,17695,287837083
GheymatVazniAr,d,20121114,000000,17763.8,17763.8,17763.8,17763.8,409324186
GheymatVazniAr,d,20121117,000000,17721.5,17721.5,17721.5,17721.5,299535267
GheymatVazniAr,d,20121118,000000,17727.6,17727.6,17727.6,17727.6,282615529
GheymatVazniAr,d,20121119,000000,17625.8,17625.8,17625.8,17625.8,456741556
GheymatVazniAr,d,20121120,000000,17651.3,17651.3,17651.3,17651.3,220484938
GheymatVazniAr,d,20121121,000000,17718.7,17718.7,17718.7,17718.7,208862672
GheymatVazniAr,d,20121126,000000,17912.5,17912.5,17912.5,17912.5,239197226
GheymatVazniAr,d,20121127,000000,18144.4,18144.4,18144.4,18144.4,402402540
GheymatVazniAr,d,20121128,000000,18327,18327,18327,18327,422517541
GheymatVazniAr,d,20121201,000000,18553.7,18553.7,18553.7,18553.7,466524544
GheymatVazniAr,d,20121202,000000,18764,18764,18764,18764,586204524
GheymatVazniAr,d,20121203,000000,18708.1,18708.1,18708.1,18708.1,390738054
GheymatVazniAr,d,20121204,000000,18741.4,18741.4,18741.4,18741.4,457544835
GheymatVazniAr,d,20121205,000000,18859.8,18859.8,18859.8,18859.8,501482152
GheymatVazniAr,d,20121208,000000,19073,19073,19073,19073,412075265
GheymatVazniAr,d,20121209,000000,19046.6,19046.6,19046.6,19046.6,637164933
GheymatVazniAr,d,20121210,000000,19130.5,19130.5,19130.5,19130.5,531843320
GheymatVazniAr,d,20121211,000000,19203.6,19203.6,19203.6,19203.6,280332404
GheymatVazniAr,d,20121212,000000,19089.1,19089.1,19089.1,19089.1,287542471
GheymatVazniAr,d,20121215,000000,19237.9,19237.9,19237.9,19237.9,443473057
GheymatVazniAr,d,20121216,000000,19318.2,19318.2,19318.2,19318.2,450650203
GheymatVazniAr,d,20121217,000000,19646.3,19646.3,19646.3,19646.3,605698129
GheymatVazniAr,d,20121218,000000,19893.9,19893.9,19893.9,19893.9,462804019
GheymatVazniAr,d,20121219,000000,20264.7,20264.7,20264.7,20264.7,350424083
GheymatVazniAr,d,20121222,000000,20423.1,20423.1,20423.1,20423.1,496368624
GheymatVazniAr,d,20121223,000000,20870.7,20870.7,20870.7,20870.7,898843470
GheymatVazniAr,d,20121224,000000,21268,21268,21268,21268,407608150
GheymatVazniAr,d,20121225,000000,21174.6,21174.6,21174.6,21174.6,586799483
GheymatVazniAr,d,20121226,000000,21420,21420,21420,21420,456710834
GheymatVazniAr,d,20121229,000000,21319.7,21319.7,21319.7,21319.7,343455839
GheymatVazniAr,d,20121230,000000,21032.6,21032.6,21032.6,21032.6,280908028
GheymatVazniAr,d,20121231,000000,21454.4,21454.4,21454.4,21454.4,340543953
GheymatVazniAr,d,20130101,000000,21525.9,21525.9,21525.9,21525.9,260848653
GheymatVazniAr,d,20130102,000000,21333.5,21333.5,21333.5,21333.5,264454809
GheymatVazniAr,d,20130105,000000,21333.5,21333.5,21333.5,21333.5,0
GheymatVazniAr,d,20130106,000000,20999.1,20999.1,20999.1,20999.1,161873518
GheymatVazniAr,d,20130107,000000,21009,21009,21009,21009,193879195
GheymatVazniAr,d,20130108,000000,21144.1,21144.1,21144.1,21144.1,237476324
GheymatVazniAr,d,20130109,000000,21212.3,21212.3,21212.3,21212.3,206707046
GheymatVazniAr,d,20130113,000000,21407.7,21407.7,21407.7,21407.7,314964741
GheymatVazniAr,d,20130114,000000,21575.4,21575.4,21575.4,21575.4,380201987
GheymatVazniAr,d,20130115,000000,21708.4,21708.4,21708.4,21708.4,388326378
GheymatVazniAr,d,20130116,000000,21720,21720,21720,21720,232170188
GheymatVazniAr,d,20130119,000000,21440.2,21440.2,21440.2,21440.2,191549425
GheymatVazniAr,d,20130120,000000,21160.6,21160.6,21160.6,21160.6,182047890
GheymatVazniAr,d,20130121,000000,20967.4,20967.4,20967.4,20967.4,215099625
GheymatVazniAr,d,20130122,000000,20579.8,20579.8,20579.8,20579.8,250264175
GheymatVazniAr,d,20130123,000000,20939.5,20939.5,20939.5,20939.5,315910951
GheymatVazniAr,d,20130126,000000,21031.7,21031.7,21031.7,21031.7,265106021
GheymatVazniAr,d,20130127,000000,20643.4,20643.4,20643.4,20643.4,454293812
GheymatVazniAr,d,20130128,000000,20617.6,20617.6,20617.6,20617.6,207932784
GheymatVazniAr,d,20130130,000000,20550.5,20550.5,20550.5,20550.5,169131207
GheymatVazniAr,d,20130202,000000,20689.2,20689.2,20689.2,20689.2,272460768
GheymatVazniAr,d,20130203,000000,20666.8,20666.8,20666.8,20666.8,292768877
GheymatVazniAr,d,20130204,000000,20489.7,20489.7,20489.7,20489.7,284068862
GheymatVazniAr,d,20130205,000000,20522.5,20522.5,20522.5,20522.5,305920295
GheymatVazniAr,d,20130206,000000,20616.7,20616.7,20616.7,20616.7,334956080
GheymatVazniAr,d,20130209,000000,21336.5,21336.5,21336.5,21336.5,313659700
GheymatVazniAr,d,20130211,000000,21436.3,21436.3,21436.3,21436.3,383465852
GheymatVazniAr,d,20130212,000000,21573.8,21573.8,21573.8,21573.8,429407318
GheymatVazniAr,d,20130213,000000,21555.2,21555.2,21555.2,21555.2,166238749
GheymatVazniAr,d,20130216,000000,21579.6,21579.6,21579.6,21579.6,452015007
GheymatVazniAr,d,20130217,000000,21610,21610,21610,21610,225902404
GheymatVazniAr,d,20130218,000000,21626.5,21626.5,21626.5,21626.5,284505280
GheymatVazniAr,d,20130219,000000,21521.1,21521.1,21521.1,21521.1,214472565
GheymatVazniAr,d,20130220,000000,21481.5,21481.5,21481.5,21481.5,225901476
GheymatVazniAr,d,20130223,000000,21378.2,21378.2,21378.2,21378.2,233023497
GheymatVazniAr,d,20130224,000000,21157.6,21157.6,21157.6,21157.6,374224624
GheymatVazniAr,d,20130225,000000,20833.7,20833.7,20833.7,20833.7,264901775
GheymatVazniAr,d,20130226,000000,20865.3,20865.3,20865.3,20865.3,277201556
GheymatVazniAr,d,20130227,000000,20997.5,20997.5,20997.5,20997.5,483958678
GheymatVazniAr,d,20130302,000000,20789.5,20789.5,20789.5,20789.5,199968711
GheymatVazniAr,d,20130303,000000,20632.8,20632.8,20632.8,20632.8,395879352
GheymatVazniAr,d,20130304,000000,20622.1,20622.1,20622.1,20622.1,249294215
GheymatVazniAr,d,20130305,000000,20511.6,20511.6,20511.6,20511.6,295079815
GheymatVazniAr,d,20130306,000000,20497.2,20497.2,20497.2,20497.2,180137435
GheymatVazniAr,d,20130309,000000,20306.8,20306.8,20306.8,20306.8,216209041
GheymatVazniAr,d,20130310,000000,20591.2,20591.2,20591.2,20591.2,259506341
GheymatVazniAr,d,20130311,000000,20617,20617,20617,20617,385488326
GheymatVazniAr,d,20130312,000000,20657.7,20657.7,20657.7,20657.7,224695134
GheymatVazniAr,d,20130313,000000,21055.5,21055.5,21055.5,21055.5,521897224
GheymatVazniAr,d,20130316,000000,20975.8,20975.8,20975.8,20975.8,873535285
GheymatVazniAr,d,20130317,000000,20788.3,20788.3,20788.3,20788.3,696664843
GheymatVazniAr,d,20130318,000000,21079.6,21079.6,21079.6,21079.6,438675849
GheymatVazniAr,d,20130325,000000,21383.9,21383.9,21383.9,21383.9,148756829
GheymatVazniAr,d,20130326,000000,21798.5,21798.5,21798.5,21798.5,121950475
GheymatVazniAr,d,20130327,000000,22014.8,22014.8,22014.8,22014.8,126782834
GheymatVazniAr,d,20130330,000000,22000,22000,22000,22000,128640505
GheymatVazniAr,d,20130331,000000,22147.1,22147.1,22147.1,22147.1,125185258
GheymatVazniAr,d,20130403,000000,22236.3,22236.3,22236.3,22236.3,207325624
GheymatVazniAr,d,20130406,000000,22227.6,22227.6,22227.6,22227.6,205396477
GheymatVazniAr,d,20130407,000000,22106.7,22106.7,22106.7,22106.7,168069589
GheymatVazniAr,d,20130408,000000,22190.2,22190.2,22190.2,22190.2,204036190
GheymatVazniAr,d,20130409,000000,22488.3,22488.3,22488.3,22488.3,215847500
GheymatVazniAr,d,20130410,000000,22447.1,22447.1,22447.1,22447.1,241405497
GheymatVazniAr,d,20130413,000000,22293,22293,22293,22293,214621333
GheymatVazniAr,d,20130415,000000,22485.9,22485.9,22485.9,22485.9,196862570
GheymatVazniAr,d,20130416,000000,22593.5,22593.5,22593.5,22593.5,308865885
GheymatVazniAr,d,20130417,000000,22534.9,22534.9,22534.9,22534.9,370191046
GheymatVazniAr,d,20130420,000000,22425.5,22425.5,22425.5,22425.5,270258809
GheymatVazniAr,d,20130421,000000,22400,22400,22400,22400,250369167
GheymatVazniAr,d,20130422,000000,22746.6,22746.6,22746.6,22746.6,222304894
GheymatVazniAr,d,20130423,000000,22994.6,22994.6,22994.6,22994.6,254424139
GheymatVazniAr,d,20130424,000000,23253.7,23253.7,23253.7,23253.7,318288510
GheymatVazniAr,d,20130427,000000,23409.9,23409.9,23409.9,23409.9,277233040
GheymatVazniAr,d,20130428,000000,23505.6,23505.6,23505.6,23505.6,310077243
GheymatVazniAr,d,20130429,000000,23884.1,23884.1,23884.1,23884.1,311608734
GheymatVazniAr,d,20130430,000000,24327.4,24327.4,24327.4,24327.4,363098965
GheymatVazniAr,d,20130501,000000,24626.2,24626.2,24626.2,24626.2,454151911
GheymatVazniAr,d,20130504,000000,24878.3,24878.3,24878.3,24878.3,378517510
GheymatVazniAr,d,20130505,000000,24604.6,24604.6,24604.6,24604.6,412098614
GheymatVazniAr,d,20130506,000000,24627.1,24627.1,24627.1,24627.1,455474974
GheymatVazniAr,d,20130507,000000,24493,24493,24493,24493,208609090
GheymatVazniAr,d,20130508,000000,24472.6,24472.6,24472.6,24472.6,379547395
GheymatVazniAr,d,20130511,000000,24690.2,24690.2,24690.2,24690.2,317534467
GheymatVazniAr,d,20130512,000000,24909.3,24909.3,24909.3,24909.3,443443117
GheymatVazniAr,d,20130513,000000,24606.8,24606.8,24606.8,24606.8,237319516
GheymatVazniAr,d,20130514,000000,24150.2,24150.2,24150.2,24150.2,189849455
GheymatVazniAr,d,20130515,000000,23979.7,23979.7,23979.7,23979.7,315536890
GheymatVazniAr,d,20130518,000000,23659.9,23659.9,23659.9,23659.9,119024788
GheymatVazniAr,d,20130519,000000,23381.7,23381.7,23381.7,23381.7,260065763
GheymatVazniAr,d,20130520,000000,23472.5,23472.5,23472.5,23472.5,170726142
GheymatVazniAr,d,20130521,000000,23214.8,23214.8,23214.8,23214.8,182126611
GheymatVazniAr,d,20130522,000000,23171.6,23171.6,23171.6,23171.6,211121970
GheymatVazniAr,d,20130525,000000,23509.9,23509.9,23509.9,23509.9,161489752
GheymatVazniAr,d,20130526,000000,23740.2,23740.2,23740.2,23740.2,233596890
GheymatVazniAr,d,20130527,000000,23846.4,23846.4,23846.4,23846.4,317048530
GheymatVazniAr,d,20130528,000000,24004.6,24004.6,24004.6,24004.6,261552462
GheymatVazniAr,d,20130529,000000,24369.6,24369.6,24369.6,24369.6,378158844
GheymatVazniAr,d,20130601,000000,24238,24238,24238,24238,371454186
GheymatVazniAr,d,20130602,000000,24391.1,24391.1,24391.1,24391.1,344275805
GheymatVazniAr,d,20130603,000000,24571.8,24571.8,24571.8,24571.8,458399733
GheymatVazniAr,d,20130608,000000,24234.5,24234.5,24234.5,24234.5,233263537
GheymatVazniAr,d,20130609,000000,24082.1,24082.1,24082.1,24082.1,188257586
GheymatVazniAr,d,20130610,000000,24071.5,24071.5,24071.5,24071.5,334820234
GheymatVazniAr,d,20130611,000000,24256.4,24256.4,24256.4,24256.4,273454137
GheymatVazniAr,d,20130612,000000,24194.8,24194.8,24194.8,24194.8,307359970
GheymatVazniAr,d,20130615,000000,24652.5,24652.5,24652.5,24652.5,457145404
GheymatVazniAr,d,20130616,000000,25283.4,25283.4,25283.4,25283.4,588491074
GheymatVazniAr,d,20130617,000000,25551.9,25551.9,25551.9,25551.9,611092798
GheymatVazniAr,d,20130618,000000,25788.1,25788.1,25788.1,25788.1,1893699841
GheymatVazniAr,d,20130619,000000,25858.4,25858.4,25858.4,25858.4,1181557709
GheymatVazniAr,d,20130622,000000,25656.6,25656.6,25656.6,25656.6,664340246
GheymatVazniAr,d,20130623,000000,25704.8,25704.8,25704.8,25704.8,871836372
GheymatVazniAr,d,20130625,000000,25704.6,25704.6,25704.6,25704.6,459180450
GheymatVazniAr,d,20130626,000000,26122,26122,26122,26122,396801042
GheymatVazniAr,d,20130629,000000,26669.5,26669.5,26669.5,26669.5,511056608
GheymatVazniAr,d,20130630,000000,27073.9,27073.9,27073.9,27073.9,682096779
GheymatVazniAr,d,20130701,000000,27557.8,27557.8,27557.8,27557.8,1038255020
GheymatVazniAr,d,20130702,000000,27217.2,27217.2,27217.2,27217.2,1006911602
GheymatVazniAr,d,20130703,000000,27682.8,27682.8,27682.8,27682.8,754312912
GheymatVazniAr,d,20130706,000000,28490.7,28490.7,28490.7,28490.7,1102264403
GheymatVazniAr,d,20130707,000000,28726,28726,28726,28726,1150213007
GheymatVazniAr,d,20130708,000000,28561.2,28561.2,28561.2,28561.2,702097475
GheymatVazniAr,d,20130709,000000,28504,28504,28504,28504,2066513924
GheymatVazniAr,d,20130710,000000,28782.9,28782.9,28782.9,28782.9,705782393
GheymatVazniAr,d,20130713,000000,28610.2,28610.2,28610.2,28610.2,1035259278
GheymatVazniAr,d,20130714,000000,28377.6,28377.6,28377.6,28377.6,566485366
GheymatVazniAr,d,20130715,000000,28337.8,28337.8,28337.8,28337.8,608017858
GheymatVazniAr,d,20130716,000000,28134.2,28134.2,28134.2,28134.2,785730761
GheymatVazniAr,d,20130717,000000,28177.1,28177.1,28177.1,28177.1,576798992
GheymatVazniAr,d,20130720,000000,28355.4,28355.4,28355.4,28355.4,561731991
GheymatVazniAr,d,20130721,000000,28167.2,28167.2,28167.2,28167.2,563413505
GheymatVazniAr,d,20130722,000000,28223.3,28223.3,28223.3,28223.3,521576616
GheymatVazniAr,d,20130723,000000,28534.5,28534.5,28534.5,28534.5,772997853
GheymatVazniAr,d,20130724,000000,28781,28781,28781,28781,609764949
GheymatVazniAr,d,20130727,000000,28711.7,28711.7,28711.7,28711.7,568863971
GheymatVazniAr,d,20130728,000000,28847.2,28847.2,28847.2,28847.2,519984582
GheymatVazniAr,d,20130729,000000,28769.2,28769.2,28769.2,28769.2,667135643
GheymatVazniAr,d,20130731,000000,29161.5,29161.5,29161.5,29161.5,647845442
GheymatVazniAr,d,20130803,000000,29277.3,29277.3,29277.3,29277.3,917476615
GheymatVazniAr,d,20130804,000000,29210.2,29210.2,29210.2,29210.2,571810502
GheymatVazniAr,d,20130805,000000,29287.5,29287.5,29287.5,29287.5,725472877
GheymatVazniAr,d,20130806,000000,29419.3,29419.3,29419.3,29419.3,697942502
GheymatVazniAr,d,20130807,000000,29657.8,29657.8,29657.8,29657.8,665106570
GheymatVazniAr,d,20130810,000000,29657.8,29657.8,29657.8,29657.8,0
GheymatVazniAr,d,20130811,000000,29997.1,29997.1,29997.1,29997.1,450616692
GheymatVazniAr,d,20130812,000000,30363.4,30363.4,30363.4,30363.4,704032558
GheymatVazniAr,d,20130813,000000,30437.3,30437.3,30437.3,30437.3,1049786529
GheymatVazniAr,d,20130814,000000,30364.3,30364.3,30364.3,30364.3,978712375
GheymatVazniAr,d,20130817,000000,30772.2,30772.2,30772.2,30772.2,737783908
GheymatVazniAr,d,20130818,000000,30531.8,30531.8,30531.8,30531.8,824866482
GheymatVazniAr,d,20130819,000000,30589.7,30589.7,30589.7,30589.7,635166802
GheymatVazniAr,d,20130820,000000,30350.2,30350.2,30350.2,30350.2,461287652
GheymatVazniAr,d,20130821,000000,30203.3,30203.3,30203.3,30203.3,505546118
GheymatVazniAr,d,20130824,000000,30256.2,30256.2,30256.2,30256.2,492989546
GheymatVazniAr,d,20130825,000000,31073.3,31073.3,31073.3,31073.3,616988676
GheymatVazniAr,d,20130826,000000,30824.7,30824.7,30824.7,30824.7,572631304
GheymatVazniAr,d,20130827,000000,30482.7,30482.7,30482.7,30482.7,770868873
GheymatVazniAr,d,20130828,000000,29834.8,29834.8,29834.8,29834.8,275753612
GheymatVazniAr,d,20130831,000000,29750.6,29750.6,29750.6,29750.6,286989165
GheymatVazniAr,d,20130901,000000,30002.1,30002.1,30002.1,30002.1,350429042
GheymatVazniAr,d,20130903,000000,29955.1,29955.1,29955.1,29955.1,335981121
GheymatVazniAr,d,20130904,000000,29540.6,29540.6,29540.6,29540.6,134507478
GheymatVazniAr,d,20130907,000000,29207.9,29207.9,29207.9,29207.9,156088221
GheymatVazniAr,d,20130908,000000,28972.5,28972.5,28972.5,28972.5,313996285
GheymatVazniAr,d,20130909,000000,28890.3,28890.3,28890.3,28890.3,257869146
GheymatVazniAr,d,20130910,000000,29475.5,29475.5,29475.5,29475.5,548445407
GheymatVazniAr,d,20130911,000000,29968.4,29968.4,29968.4,29968.4,547671867
GheymatVazniAr,d,20130914,000000,29935.7,29935.7,29935.7,29935.7,315723903
GheymatVazniAr,d,20130915,000000,29929.6,29929.6,29929.6,29929.6,407270927
GheymatVazniAr,d,20130916,000000,29902,29902,29902,29902,355498989
GheymatVazniAr,d,20130917,000000,30258.5,30258.5,30258.5,30258.5,328329776
GheymatVazniAr,d,20130918,000000,30716.1,30716.1,30716.1,30716.1,458300389
GheymatVazniAr,d,20130921,000000,31264.9,31264.9,31264.9,31264.9,674385485
GheymatVazniAr,d,20130922,000000,31090.3,31090.3,31090.3,31090.3,738747327
GheymatVazniAr,d,20130923,000000,31693.4,31693.4,31693.4,31693.4,764074292
GheymatVazniAr,d,20130924,000000,31746.2,31746.2,31746.2,31746.2,886670249
GheymatVazniAr,d,20130925,000000,31971.6,31971.6,31971.6,31971.6,751264436
GheymatVazniAr,d,20130928,000000,32596.1,32596.1,32596.1,32596.1,763519629
GheymatVazniAr,d,20130929,000000,32915.2,32915.2,32915.2,32915.2,854114075
GheymatVazniAr,d,20130930,000000,33112.5,33112.5,33112.5,33112.5,604427186
GheymatVazniAr,d,20131001,000000,33430,33430,33430,33430,739155147
GheymatVazniAr,d,20131002,000000,33508.9,33508.9,33508.9,33508.9,572223713
GheymatVazniAr,d,20131005,000000,33587.6,33587.6,33587.6,33587.6,543759428
GheymatVazniAr,d,20131006,000000,33756.7,33756.7,33756.7,33756.7,587747950
GheymatVazniAr,d,20131007,000000,33767.5,33767.5,33767.5,33767.5,652272037
GheymatVazniAr,d,20131008,000000,34012,34012,34012,34012,1147113742
GheymatVazniAr,d,20131009,000000,34493.9,34493.9,34493.9,34493.9,1508474227
GheymatVazniAr,d,20131012,000000,35119.8,35119.8,35119.8,35119.8,1213912873
GheymatVazniAr,d,20131013,000000,35747.4,35747.4,35747.4,35747.4,1307958771
GheymatVazniAr,d,20131014,000000,36009.6,36009.6,36009.6,36009.6,884881582
GheymatVazniAr,d,20131015,000000,36649.1,36649.1,36649.1,36649.1,722798531
GheymatVazniAr,d,20131019,000000,37471.3,37471.3,37471.3,37471.3,1104898404
GheymatVazniAr,d,20131020,000000,36934.9,36934.9,36934.9,36934.9,774220300
GheymatVazniAr,d,20131021,000000,37086.1,37086.1,37086.1,37086.1,661239747
GheymatVazniAr,d,20131022,000000,36745.3,36745.3,36745.3,36745.3,651838980
GheymatVazniAr,d,20131023,000000,36756.9,36756.9,36756.9,36756.9,662382934
GheymatVazniAr,d,20131026,000000,37018.1,37018.1,37018.1,37018.1,676406884
GheymatVazniAr,d,20131027,000000,36339.4,36339.4,36339.4,36339.4,728610198
GheymatVazniAr,d,20131028,000000,36344.5,36344.5,36344.5,36344.5,569052736
GheymatVazniAr,d,20131029,000000,36819.8,36819.8,36819.8,36819.8,820253789
GheymatVazniAr,d,20131030,000000,37013.8,37013.8,37013.8,37013.8,865702173
GheymatVazniAr,d,20131102,000000,36989.2,36989.2,36989.2,36989.2,882861866
GheymatVazniAr,d,20131103,000000,37117.5,37117.5,37117.5,37117.5,729011232
GheymatVazniAr,d,20131104,000000,37101.1,37101.1,37101.1,37101.1,667174665
GheymatVazniAr,d,20131105,000000,37455.3,37455.3,37455.3,37455.3,601790338
GheymatVazniAr,d,20131106,000000,38174.6,38174.6,38174.6,38174.6,700700933
GheymatVazniAr,d,20131109,000000,38723.6,38723.6,38723.6,38723.6,924467540
GheymatVazniAr,d,20131110,000000,38799.1,38799.1,38799.1,38799.1,787081521
GheymatVazniAr,d,20131111,000000,38686.6,38686.6,38686.6,38686.6,704939712
GheymatVazniAr,d,20131112,000000,38705.7,38705.7,38705.7,38705.7,616694862
GheymatVazniAr,d,20131116,000000,39078.4,39078.4,39078.4,39078.4,831005519
GheymatVazniAr,d,20131117,000000,38841.9,38841.9,38841.9,38841.9,704964595
GheymatVazniAr,d,20131118,000000,38898.8,38898.8,38898.8,38898.8,635636723
GheymatVazniAr,d,20131119,000000,39309.2,39309.2,39309.2,39309.2,670193481
GheymatVazniAr,d,20131120,000000,39450.7,39450.7,39450.7,39450.7,811487153
GheymatVazniAr,d,20131123,000000,39677.6,39677.6,39677.6,39677.6,861258311
GheymatVazniAr,d,20131124,000000,40254.4,40254.4,40254.4,40254.4,835746901
GheymatVazniAr,d,20131125,000000,40840.3,40840.3,40840.3,40840.3,1751422947
GheymatVazniAr,d,20131126,000000,41022.8,41022.8,41022.8,41022.8,1227349121
GheymatVazniAr,d,20131127,000000,41310.6,41310.6,41310.6,41310.6,1339521872
GheymatVazniAr,d,20131130,000000,42036.1,42036.1,42036.1,42036.1,1166432877
GheymatVazniAr,d,20131201,000000,42443.9,42443.9,42443.9,42443.9,1580626248
GheymatVazniAr,d,20131202,000000,42102,42102,42102,42102,1390666613
GheymatVazniAr,d,20131203,000000,42137.1,42137.1,42137.1,42137.1,1372255381
GheymatVazniAr,d,20131204,000000,42356.5,42356.5,42356.5,42356.5,1145251096
GheymatVazniAr,d,20131207,000000,42582.3,42582.3,42582.3,42582.3,830258050
GheymatVazniAr,d,20131208,000000,42829.8,42829.8,42829.8,42829.8,1346079627
GheymatVazniAr,d,20131209,000000,42910.2,42910.2,42910.2,42910.2,1106114820
