<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
price_usd_nerkhapi,d,20190921,000000,116000,116000,116000,116000
price_usd_nerkhapi,d,20190922,000000,115000,115000,115000,115000
price_usd_nerkhapi,d,20190923,000000,114500,114500,114500,114500
price_usd_nerkhapi,d,20190924,000000,115200,115200,115200,115200
price_usd_nerkhapi,d,20190925,000000,115000,115000,115000,115000
price_usd_nerkhapi,d,20190926,000000,115400,115400,115400,115400
price_usd_nerkhapi,d,20190927,000000,115400,115400,115400,115400
price_usd_nerkhapi,d,20190928,000000,115400,115400,115400,115400
price_usd_nerkhapi,d,20190929,000000,115800,115800,115800,115800
price_usd_nerkhapi,d,20190930,000000,116500,116500,116500,116500
price_usd_nerkhapi,d,20191001,000000,115800,115800,115800,115800
price_usd_nerkhapi,d,20191002,000000,116200,116200,116200,116200
price_usd_nerkhapi,d,20191003,000000,116500,116500,116500,116500
price_usd_nerkhapi,d,20191004,000000,116500,116500,116500,116500
price_usd_nerkhapi,d,20191005,000000,115800,115800,115800,115800
price_usd_nerkhapi,d,20191006,000000,115600,115600,115600,115600
price_usd_nerkhapi,d,20191008,000000,115700,115700,115700,115700
price_usd_nerkhapi,d,20191009,000000,115800,115800,115800,115800
price_usd_nerkhapi,d,20191026,000000,113000,113000,113000,113000
price_usd_nerkhapi,d,20191027,000000,113000,113000,113000,113000
price_usd_nerkhapi,d,20191028,000000,113000,113000,113000,113000
price_usd_nerkhapi,d,20191029,000000,113500,113500,113500,113500
price_usd_nerkhapi,d,20191030,000000,113000,113000,113000,113000
price_usd_nerkhapi,d,20191031,000000,113500,113500,113500,113500
price_usd_nerkhapi,d,20191101,000000,113500,113500,113500,113500
price_usd_nerkhapi,d,20191102,000000,114000,114000,114000,114000
price_usd_nerkhapi,d,20191103,000000,114200,114200,114200,114200
price_usd_nerkhapi,d,20191104,000000,114200,114200,114200,114200
price_usd_nerkhapi,d,20191105,000000,115000,115000,115000,115000
price_usd_nerkhapi,d,20191106,000000,115000,115000,115000,115000
price_usd_nerkhapi,d,20191109,000000,114800,114800,114800,114800
price_usd_nerkhapi,d,20191110,000000,115300,115300,115300,115300
price_usd_nerkhapi,d,20191111,000000,115600,115600,115600,115600
price_usd_nerkhapi,d,20191112,000000,115800,115800,115800,115800
price_usd_nerkhapi,d,20191113,000000,118100,118100,118100,118100
price_usd_nerkhapi,d,20191114,000000,118400,118400,118400,118400
price_usd_nerkhapi,d,20191115,000000,118400,118400,118400,118400
price_usd_nerkhapi,d,20191116,000000,123800,123800,123800,123800
price_usd_nerkhapi,d,20191117,000000,123800,123800,123800,123800
price_usd_nerkhapi,d,20191118,000000,123800,123800,123800,123800
price_usd_nerkhapi,d,20191119,000000,123800,123800,123800,123800
price_usd_nerkhapi,d,20191120,000000,123800,123800,123800,123800
price_usd_nerkhapi,d,20191121,000000,119500,119500,119500,119500
price_usd_nerkhapi,d,20191122,000000,119500,119500,119500,119500
price_usd_nerkhapi,d,20191123,000000,120800,120800,120800,120800
price_usd_nerkhapi,d,20191124,000000,122800,122800,122800,122800
price_usd_nerkhapi,d,20191125,000000,124800,124800,124800,124800
price_usd_nerkhapi,d,20191126,000000,123000,123000,123000,123000
price_usd_nerkhapi,d,20191127,000000,125500,125500,125500,125500
price_usd_nerkhapi,d,20191128,000000,126700,126700,126700,126700
price_usd_nerkhapi,d,20191129,000000,126700,126700,126700,126700
price_usd_nerkhapi,d,20191130,000000,125500,125500,125500,125500
price_usd_nerkhapi,d,20191201,000000,127700,127700,127700,127700
price_usd_nerkhapi,d,20191202,000000,126800,126800,126800,126800
price_usd_nerkhapi,d,20191203,000000,126800,126800,126800,126800
price_usd_nerkhapi,d,20191204,000000,129600,129600,129600,129600
price_usd_nerkhapi,d,20191205,000000,131500,131500,131500,131500
price_usd_nerkhapi,d,20191206,000000,131500,131500,131500,131500
price_usd_nerkhapi,d,20191207,000000,133200,133200,133200,133200
price_usd_nerkhapi,d,20191208,000000,135000,135000,135000,135000
price_usd_nerkhapi,d,20191209,000000,138600,138600,138600,138600
price_usd_nerkhapi,d,20191210,000000,136200,136200,136200,136200
price_usd_nerkhapi,d,20191211,000000,133000,133000,133000,133000
price_usd_nerkhapi,d,20191212,000000,128500,128500,128500,128500
price_usd_nerkhapi,d,20191213,000000,128500,128500,128500,128500
price_usd_nerkhapi,d,20191214,000000,127500,127500,127500,127500
price_usd_nerkhapi,d,20191215,000000,128700,128700,128700,128700
price_usd_nerkhapi,d,20191216,000000,129500,129500,129500,129500
price_usd_nerkhapi,d,20191217,000000,131000,131000,131000,131000
price_usd_nerkhapi,d,20191218,000000,129300,129300,129300,129300
price_usd_nerkhapi,d,20191219,000000,130000,130000,130000,130000
price_usd_nerkhapi,d,20191220,000000,130000,130000,130000,130000
price_usd_nerkhapi,d,20191221,000000,133200,133200,133200,133200
price_usd_nerkhapi,d,20191222,000000,132000,132000,132000,132000
price_usd_nerkhapi,d,20191223,000000,132300,132300,132300,132300
price_usd_nerkhapi,d,20191224,000000,131600,131600,131600,131600
price_usd_nerkhapi,d,20191225,000000,132500,132500,132500,132500
price_usd_nerkhapi,d,20191226,000000,132500,132500,132500,132500
price_usd_nerkhapi,d,20191227,000000,132500,132500,132500,132500
price_usd_nerkhapi,d,20191228,000000,132500,132500,132500,132500
price_usd_nerkhapi,d,20191229,000000,132000,132000,132000,132000
price_usd_nerkhapi,d,20191230,000000,131900,131900,131900,131900
price_usd_nerkhapi,d,20191231,000000,133500,133500,133500,133500
price_usd_nerkhapi,d,20200101,000000,133200,133200,133200,133200
price_usd_nerkhapi,d,20200102,000000,133500,133500,133500,133500
price_usd_nerkhapi,d,20200103,000000,133500,133500,133500,133500
price_usd_nerkhapi,d,20200104,000000,137500,137500,137500,137500
price_usd_nerkhapi,d,20200105,000000,139500,139500,139500,139500
price_usd_nerkhapi,d,20200106,000000,139500,139500,139500,139500
price_usd_nerkhapi,d,20200107,000000,140000,140000,140000,140000
price_usd_nerkhapi,d,20200108,000000,140200,140200,140200,140200
price_usd_nerkhapi,d,20200109,000000,135000,135000,135000,135000
price_usd_nerkhapi,d,20200110,000000,135000,135000,135000,135000
price_usd_nerkhapi,d,20200111,000000,132800,132800,132800,132800
price_usd_nerkhapi,d,20200112,000000,134700,134700,134700,134700
price_usd_nerkhapi,d,20200113,000000,135000,135000,135000,135000
price_usd_nerkhapi,d,20200114,000000,135500,135500,135500,135500
price_usd_nerkhapi,d,20200115,000000,135500,135500,135500,135500
price_usd_nerkhapi,d,20200116,000000,135700,135700,135700,135700
price_usd_nerkhapi,d,20200117,000000,135700,135700,135700,135700
price_usd_nerkhapi,d,20200118,000000,135000,135000,135000,135000
price_usd_nerkhapi,d,20200119,000000,135000,135000,135000,135000
price_usd_nerkhapi,d,20200120,000000,135500,135500,135500,135500
price_usd_nerkhapi,d,20200121,000000,134700,134700,134700,134700
price_usd_nerkhapi,d,20200122,000000,135300,135300,135300,135300
price_usd_nerkhapi,d,20200123,000000,135700,135700,135700,135700
price_usd_nerkhapi,d,20200124,000000,135700,135700,135700,135700
price_usd_nerkhapi,d,20200125,000000,135800,135800,135800,135800
price_usd_nerkhapi,d,20200126,000000,136200,136200,136200,136200
price_usd_nerkhapi,d,20200127,000000,136800,136800,136800,136800
price_usd_nerkhapi,d,20200128,000000,137500,137500,137500,137500
price_usd_nerkhapi,d,20200129,000000,137500,137500,137500,137500
price_usd_nerkhapi,d,20200130,000000,137700,137700,137700,137700
price_usd_nerkhapi,d,20200131,000000,137700,137700,137700,137700
price_usd_nerkhapi,d,20200201,000000,135800,135800,135800,135800
price_usd_nerkhapi,d,20200202,000000,136000,136000,136000,136000
price_usd_nerkhapi,d,20200203,000000,136500,136500,136500,136500
price_usd_nerkhapi,d,20200204,000000,136000,136000,136000,136000
price_usd_nerkhapi,d,20200205,000000,137000,137000,137000,137000
price_usd_nerkhapi,d,20200206,000000,137200,137200,137200,137200
price_usd_nerkhapi,d,20200207,000000,137200,137200,137200,137200
price_usd_nerkhapi,d,20200208,000000,138000,138000,138000,138000
price_usd_nerkhapi,d,20200209,000000,139700,139700,139700,139700
price_usd_nerkhapi,d,20200210,000000,140000,140000,140000,140000
price_usd_nerkhapi,d,20200211,000000,140000,140000,140000,140000
price_usd_nerkhapi,d,20200212,000000,140500,140500,140500,140500
price_usd_nerkhapi,d,20200213,000000,139700,139700,139700,139700
price_usd_nerkhapi,d,20200214,000000,139700,139700,139700,139700
price_usd_nerkhapi,d,20200215,000000,141300,141300,141300,141300
price_usd_nerkhapi,d,20200216,000000,141100,141100,141100,141100
price_usd_nerkhapi,d,20200217,000000,143600,143600,143600,143600
price_usd_nerkhapi,d,20200218,000000,144000,144000,144000,144000
price_usd_nerkhapi,d,20200219,000000,144000,144000,144000,144000
price_usd_nerkhapi,d,20200220,000000,144500,144500,144500,144500
price_usd_nerkhapi,d,20200221,000000,144500,144500,144500,144500
price_usd_nerkhapi,d,20200222,000000,155200,155200,155200,155200
price_usd_nerkhapi,d,20200223,000000,154000,154000,154000,154000
price_usd_nerkhapi,d,20200224,000000,156500,156500,156500,156500
price_usd_nerkhapi,d,20200225,000000,158500,158500,158500,158500
price_usd_nerkhapi,d,20200226,000000,159200,159200,159200,159200
price_usd_nerkhapi,d,20200227,000000,158000,158000,158000,158000
price_usd_nerkhapi,d,20200228,000000,158000,158000,158000,158000
price_usd_nerkhapi,d,20200229,000000,151000,151000,151000,151000
price_usd_nerkhapi,d,20200301,000000,156000,156000,156000,156000
price_usd_nerkhapi,d,20200302,000000,154800,154800,154800,154800
price_usd_nerkhapi,d,20200303,000000,154000,154000,154000,154000
price_usd_nerkhapi,d,20200304,000000,154700,154700,154700,154700
price_usd_nerkhapi,d,20200305,000000,153500,153500,153500,153500
price_usd_nerkhapi,d,20200306,000000,153500,153500,153500,153500
price_usd_nerkhapi,d,20200307,000000,153800,153800,153800,153800
price_usd_nerkhapi,d,20200308,000000,153800,153800,153800,153800
price_usd_nerkhapi,d,20200309,000000,155500,155500,155500,155500
price_usd_nerkhapi,d,20200310,000000,154400,154400,154400,154400
price_usd_nerkhapi,d,20200311,000000,154200,154200,154200,154200
price_usd_nerkhapi,d,20200312,000000,154500,154500,154500,154500
price_usd_nerkhapi,d,20200313,000000,154500,154500,154500,154500
price_usd_nerkhapi,d,20200314,000000,155000,155000,155000,155000
price_usd_nerkhapi,d,20200315,000000,158000,158000,158000,158000
price_usd_nerkhapi,d,20200316,000000,160000,160000,160000,160000
price_usd_nerkhapi,d,20200317,000000,161500,161500,161500,161500
price_usd_nerkhapi,d,20200318,000000,161000,161000,161000,161000
price_usd_nerkhapi,d,20200319,000000,161000,161000,161000,161000
price_usd_nerkhapi,d,20200320,000000,161000,161000,161000,161000
price_usd_nerkhapi,d,20200321,000000,161000,161000,161000,161000
price_usd_nerkhapi,d,20200322,000000,161000,161000,161000,161000
price_usd_nerkhapi,d,20200323,000000,161000,161000,161000,161000
price_usd_nerkhapi,d,20200324,000000,160300,160300,160300,160300
price_usd_nerkhapi,d,20200325,000000,160000,160000,160000,160000
price_usd_nerkhapi,d,20200326,000000,160000,160000,160000,160000
price_usd_nerkhapi,d,20200327,000000,160000,160000,160000,160000
price_usd_nerkhapi,d,20200328,000000,160500,160500,160500,160500
price_usd_nerkhapi,d,20200329,000000,163200,163200,163200,163200
price_usd_nerkhapi,d,20200330,000000,166200,166200,166200,166200
price_usd_nerkhapi,d,20200331,000000,166200,166200,166200,166200
price_usd_nerkhapi,d,20200401,000000,166200,166200,166200,166200
price_usd_nerkhapi,d,20200402,000000,166000,166000,166000,166000
price_usd_nerkhapi,d,20200403,000000,166000,166000,166000,166000
price_usd_nerkhapi,d,20200404,000000,165000,165000,165000,165000
price_usd_nerkhapi,d,20200405,000000,164700,164700,164700,164700
price_usd_nerkhapi,d,20200406,000000,164000,164000,164000,164000
price_usd_nerkhapi,d,20200407,000000,162000,162000,162000,162000
price_usd_nerkhapi,d,20200408,000000,160400,160400,160400,160400
price_usd_nerkhapi,d,20200409,000000,160400,160400,160400,160400
price_usd_nerkhapi,d,20200410,000000,160400,160400,160400,160400
price_usd_nerkhapi,d,20200411,000000,162000,162000,162000,162000
price_usd_nerkhapi,d,20200412,000000,162600,162600,162600,162600
price_usd_nerkhapi,d,20200413,000000,161500,161500,161500,161500
price_usd_nerkhapi,d,20200414,000000,160800,160800,160800,160800
price_usd_nerkhapi,d,20200415,000000,160200,160200,160200,160200
price_usd_nerkhapi,d,20200416,000000,158700,158700,158700,158700
price_usd_nerkhapi,d,20200417,000000,158700,158700,158700,158700
price_usd_nerkhapi,d,20200418,000000,156600,156600,156600,156600
price_usd_nerkhapi,d,20200419,000000,156800,156800,156800,156800
price_usd_nerkhapi,d,20200420,000000,157500,157500,157500,157500
price_usd_nerkhapi,d,20200421,000000,161500,161500,161500,161500
price_usd_nerkhapi,d,20200422,000000,163800,163800,163800,163800
price_usd_nerkhapi,d,20200423,000000,163100,163100,163100,163100
price_usd_nerkhapi,d,20200424,000000,163100,163100,163100,163100
price_usd_nerkhapi,d,20200425,000000,162000,162000,162000,162000
price_usd_nerkhapi,d,20200426,000000,160300,160300,160300,160300
price_usd_nerkhapi,d,20200427,000000,159500,159500,159500,159500
price_usd_nerkhapi,d,20200428,000000,161500,161500,161500,161500
price_usd_nerkhapi,d,20200429,000000,162700,162700,162700,162700
price_usd_nerkhapi,d,20200430,000000,161400,161400,161400,161400
price_usd_nerkhapi,d,20200501,000000,161400,161400,161400,161400
price_usd_nerkhapi,d,20200502,000000,161000,161000,161000,161000
price_usd_nerkhapi,d,20200503,000000,161300,161300,161300,161300
price_usd_nerkhapi,d,20200504,000000,162000,162000,162000,162000
price_usd_nerkhapi,d,20200505,000000,161900,161900,161900,161900
price_usd_nerkhapi,d,20200506,000000,163000,163000,163000,163000
price_usd_nerkhapi,d,20200507,000000,163500,163500,163500,163500
price_usd_nerkhapi,d,20200508,000000,163500,163500,163500,163500
price_usd_nerkhapi,d,20200509,000000,165000,165000,165000,165000
price_usd_nerkhapi,d,20200510,000000,165700,165700,165700,165700
price_usd_nerkhapi,d,20200511,000000,168800,168800,168800,168800
price_usd_nerkhapi,d,20200512,000000,170200,170200,170200,170200
price_usd_nerkhapi,d,20200513,000000,171500,171500,171500,171500
price_usd_nerkhapi,d,20200514,000000,169200,169200,169200,169200
price_usd_nerkhapi,d,20200515,000000,169200,169200,169200,169200
price_usd_nerkhapi,d,20200516,000000,172500,172500,172500,172500
price_usd_nerkhapi,d,20200517,000000,175700,175700,175700,175700
price_usd_nerkhapi,d,20200518,000000,175500,175500,175500,175500
price_usd_nerkhapi,d,20200519,000000,177300,177300,177300,177300
price_usd_nerkhapi,d,20200520,000000,179000,179000,179000,179000
price_usd_nerkhapi,d,20200521,000000,177500,177500,177500,177500
price_usd_nerkhapi,d,20200522,000000,177500,177500,177500,177500
price_usd_nerkhapi,d,20200523,000000,177300,177300,177300,177300
price_usd_nerkhapi,d,20200524,000000,177300,177300,177300,177300
price_usd_nerkhapi,d,20200525,000000,177300,177300,177300,177300
price_usd_nerkhapi,d,20200526,000000,175800,175800,175800,175800
price_usd_nerkhapi,d,20200527,000000,174000,174000,174000,174000
price_usd_nerkhapi,d,20200528,000000,176000,176000,176000,176000
price_usd_nerkhapi,d,20200529,000000,176000,176000,176000,176000
price_usd_nerkhapi,d,20200530,000000,176700,176700,176700,176700
price_usd_nerkhapi,d,20200531,000000,176000,176000,176000,176000
price_usd_nerkhapi,d,20200601,000000,177400,177400,177400,177400
price_usd_nerkhapi,d,20200602,000000,177500,177500,177500,177500
price_usd_nerkhapi,d,20200603,000000,177500,177500,177500,177500
price_usd_nerkhapi,d,20200604,000000,177500,177500,177500,177500
price_usd_nerkhapi,d,20200605,000000,177500,177500,177500,177500
price_usd_nerkhapi,d,20200606,000000,177500,177500,177500,177500
price_usd_nerkhapi,d,20200607,000000,177200,177200,177200,177200
price_usd_nerkhapi,d,20200608,000000,176500,176500,176500,176500
price_usd_nerkhapi,d,20200609,000000,178400,178400,178400,178400
price_usd_nerkhapi,d,20200610,000000,180300,180300,180300,180300
price_usd_nerkhapi,d,20200611,000000,180300,180300,180300,180300
price_usd_nerkhapi,d,20200612,000000,180300,180300,180300,180300
price_usd_nerkhapi,d,20200613,000000,179600,179600,179600,179600
price_usd_nerkhapi,d,20200614,000000,182000,182000,182000,182000
price_usd_nerkhapi,d,20200615,000000,183500,183500,183500,183500
price_usd_nerkhapi,d,20200616,000000,186300,186300,186300,186300
price_usd_nerkhapi,d,20200617,000000,186300,186300,186300,186300
price_usd_nerkhapi,d,20200618,000000,188200,188200,188200,188200
price_usd_nerkhapi,d,20200619,000000,188200,188200,188200,188200
price_usd_nerkhapi,d,20200620,000000,193400,193400,193400,193400
price_usd_nerkhapi,d,20200621,000000,196300,196300,196300,196300
price_usd_nerkhapi,d,20200622,000000,198400,198400,198400,198400
price_usd_nerkhapi,d,20200623,000000,201500,201500,201500,201500
price_usd_nerkhapi,d,20200624,000000,196500,196500,196500,196500
price_usd_nerkhapi,d,20200625,000000,192000,192000,192000,192000
price_usd_nerkhapi,d,20200626,000000,192000,192000,192000,192000
price_usd_nerkhapi,d,20200627,000000,200000,200000,200000,200000
price_usd_nerkhapi,d,20200628,000000,202500,202500,202500,202500
price_usd_nerkhapi,d,20200629,000000,202300,202300,202300,202300
